sample_id,session_id,split,beam_layer,distance_m,velocity_mps,true_range_index,true_velocity_index,mat_path,H_global_velocity_index,H_global_range_index,H_global_velocity_offset,H_global_range_offset,H_global_peak_db,H_local_velocity_index,H_local_range_index,H_local_velocity_offset,H_local_range_offset,H_local_abs_velocity_offset,H_local_abs_range_offset,H_local_peak_db,H_label_db,H_local_peak_minus_label_db,V_global_velocity_index,V_global_range_index,V_global_velocity_offset,V_global_range_offset,V_global_peak_db,V_local_velocity_index,V_local_range_index,V_local_velocity_offset,V_local_range_offset,V_local_abs_velocity_offset,V_local_abs_range_offset,V_local_peak_db,V_label_db,V_local_peak_minus_label_db,H_minus_V_local_range_index,H_minus_V_local_velocity_index,H_minus_V_local_peak_db,distance_bin,velocity_bin
20260202_144433_beam5,20260202_144433,test,5,1950.0,-4.2,64,87,data/raw/IQ_Data/20260202_144433_beam5.mat,64,8,-23,-56,54.82784652709961,87,64,0,0,0,0,19.36060333251953,19.36060333251953,0.0,64,8,-23,-56,55.60850143432617,87,62,0,-2,0,2,23.63633918762207,23.49968719482422,0.13665199279785156,2,0,-4.275735855102539,"[1800.0, 2100.0)","[-6.0, -4.0)"
20260202_144458_beam1,20260202_144458,test,1,2010.0,5.66,66,33,data/raw/IQ_Data/20260202_144458_beam1.mat,64,8,31,-58,60.35843276977539,33,70,0,4,0,4,20.03853988647461,19.13355255126953,0.9049873352050781,64,8,31,-58,59.88260269165039,33,70,0,4,0,4,20.122888565063477,19.990415573120117,0.13247299194335938,0,0,-0.08434867858886719,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144458_beam2,20260202_144458,test,2,2010.0,5.66,66,33,data/raw/IQ_Data/20260202_144458_beam2.mat,64,8,31,-58,60.78264236450195,33,70,0,4,0,4,28.17888641357422,27.464323043823242,0.7145633697509766,64,8,31,-58,61.79973602294922,33,70,0,4,0,4,28.687477111816406,28.229162216186523,0.4583148956298828,0,0,-0.5085906982421875,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144458_beam3,20260202_144458,test,3,1980.0,5.66,65,33,data/raw/IQ_Data/20260202_144458_beam3.mat,64,8,31,-57,61.206878662109375,33,70,0,5,0,5,30.339319229125977,29.802762985229492,0.5365562438964844,64,8,31,-57,61.078941345214844,33,70,0,5,0,5,31.0098876953125,30.31903076171875,0.69085693359375,0,0,-0.6705684661865234,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144458_beam4,20260202_144458,test,4,2010.0,5.66,66,33,data/raw/IQ_Data/20260202_144458_beam4.mat,64,8,31,-58,61.911033630371094,33,62,0,-4,0,4,26.489240646362305,26.203983306884766,0.28525733947753906,64,8,31,-58,61.185523986816406,33,70,0,4,0,4,27.248546600341797,26.865509033203125,0.3830375671386719,-8,0,-0.7593059539794922,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144458_beam5,20260202_144458,test,5,1980.0,5.66,65,33,data/raw/IQ_Data/20260202_144458_beam5.mat,64,8,31,-57,54.830833435058594,33,66,0,1,0,1,17.475902557373047,16.077045440673828,1.3988571166992188,64,8,31,-57,55.609737396240234,33,66,0,1,0,1,17.966655731201172,17.67437171936035,0.2922840118408203,0,0,-0.490753173828125,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144506_beam1,20260202_144506,test,1,2070.0,4.75,68,38,data/raw/IQ_Data/20260202_144506_beam1.mat,64,8,26,-60,60.35824203491211,38,66,0,-2,0,2,19.846559524536133,19.433061599731445,0.4134979248046875,64,8,26,-60,59.884281158447266,38,70,0,2,0,2,16.88959312438965,15.47342300415039,1.4161701202392578,-4,0,2.9569664001464844,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144506_beam2,20260202_144506,test,2,2040.0,4.75,67,38,data/raw/IQ_Data/20260202_144506_beam2.mat,64,8,26,-59,60.78143310546875,38,63,0,-4,0,4,27.223825454711914,26.90558624267578,0.3182392120361328,64,8,26,-59,61.798675537109375,38,63,0,-4,0,4,23.94735336303711,22.765398025512695,1.181955337524414,0,0,3.2764720916748047,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144506_beam3,20260202_144506,test,3,2070.0,4.75,68,38,data/raw/IQ_Data/20260202_144506_beam3.mat,64,8,26,-60,61.20753860473633,38,69,0,1,0,1,27.030237197875977,26.664140701293945,0.36609649658203125,64,8,26,-60,61.07929992675781,38,67,0,-1,0,1,21.70861053466797,20.60980224609375,1.0988082885742188,2,0,5.321626663208008,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144506_beam4,20260202_144506,test,4,2070.0,4.75,68,38,data/raw/IQ_Data/20260202_144506_beam4.mat,64,8,26,-60,61.91023254394531,38,69,0,1,0,1,22.380840301513672,21.971567153930664,0.4092731475830078,64,8,26,-60,61.18332290649414,38,69,0,1,0,1,17.243263244628906,16.053882598876953,1.1893806457519531,0,0,5.137577056884766,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144506_beam5,20260202_144506,test,5,2040.0,4.75,67,38,data/raw/IQ_Data/20260202_144506_beam5.mat,64,8,26,-59,54.828460693359375,38,70,0,3,0,3,14.05478286743164,12.301325798034668,1.7534570693969727,64,8,26,-59,55.60503005981445,38,69,0,2,0,2,11.126611709594727,8.70368766784668,2.422924041748047,1,0,2.928171157836914,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144515_beam1,20260202_144515,train,1,2070.0,5.3,68,35,data/raw/IQ_Data/20260202_144515_beam1.mat,64,8,29,-60,60.356449127197266,35,73,0,5,0,5,25.8634090423584,25.311199188232422,0.5522098541259766,64,8,29,-60,59.88247299194336,35,73,0,5,0,5,26.957035064697266,26.031370162963867,0.9256649017333984,0,0,-1.0936260223388672,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144515_beam2,20260202_144515,train,2,2070.0,5.3,68,35,data/raw/IQ_Data/20260202_144515_beam2.mat,64,8,29,-60,60.77978515625,35,73,0,5,0,5,28.941564559936523,28.357141494750977,0.5844230651855469,64,8,29,-60,61.798423767089844,35,73,0,5,0,5,29.308422088623047,28.704345703125,0.6040763854980469,0,0,-0.36685752868652344,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144515_beam3,20260202_144515,train,3,2100.0,5.3,69,35,data/raw/IQ_Data/20260202_144515_beam3.mat,64,8,29,-61,61.20437240600586,35,73,0,4,0,4,32.19597625732422,31.57683563232422,0.619140625,64,8,29,-61,61.075927734375,35,73,0,4,0,4,33.48535919189453,32.58742141723633,0.8979377746582031,0,0,-1.2893829345703125,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144515_beam4,20260202_144515,train,4,2100.0,5.3,69,35,data/raw/IQ_Data/20260202_144515_beam4.mat,64,8,29,-61,61.90945053100586,35,65,0,-4,0,4,26.363279342651367,25.35865592956543,1.0046234130859375,64,8,29,-61,61.18370819091797,35,73,0,4,0,4,27.51160430908203,26.271455764770508,1.2401485443115234,-8,0,-1.148324966430664,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144515_beam5,20260202_144515,train,5,2070.0,5.3,68,35,data/raw/IQ_Data/20260202_144515_beam5.mat,64,8,29,-60,54.82881546020508,35,67,0,-1,0,1,16.387243270874023,14.82962703704834,1.5576162338256836,64,8,29,-60,55.60797119140625,35,71,0,3,0,3,16.97612953186035,16.07771110534668,0.8984184265136719,-4,0,-0.5888862609863281,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144523_beam1,20260202_144523,train,1,2130.0,5.12,70,36,data/raw/IQ_Data/20260202_144523_beam1.mat,64,8,28,-62,60.357913970947266,36,66,0,-4,0,4,31.234018325805664,30.56438446044922,0.6696338653564453,64,8,28,-62,59.88114929199219,36,66,0,-4,0,4,20.859928131103516,19.930532455444336,0.9293956756591797,0,0,10.374090194702148,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144523_beam2,20260202_144523,train,2,2130.0,5.12,70,36,data/raw/IQ_Data/20260202_144523_beam2.mat,64,8,28,-62,60.78314971923828,36,66,0,-4,0,4,36.40904235839844,35.784305572509766,0.6247367858886719,64,8,28,-62,61.79975128173828,36,66,0,-4,0,4,26.000778198242188,24.894859313964844,1.1059188842773438,0,0,10.40826416015625,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144523_beam3,20260202_144523,train,3,2100.0,5.12,69,36,data/raw/IQ_Data/20260202_144523_beam3.mat,64,8,28,-61,61.20465087890625,36,66,0,-3,0,3,35.473243713378906,34.848724365234375,0.6245193481445312,64,8,28,-61,61.07777404785156,36,66,0,-3,0,3,24.983091354370117,24.03075408935547,0.9523372650146484,0,0,10.490152359008789,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144523_beam4,20260202_144523,train,4,2130.0,5.12,70,36,data/raw/IQ_Data/20260202_144523_beam4.mat,64,8,28,-62,61.90945053100586,36,66,0,-4,0,4,28.45946502685547,27.880876541137695,0.5785884857177734,64,8,28,-62,61.18498992919922,36,66,0,-4,0,4,17.925737380981445,16.716949462890625,1.2087879180908203,0,0,10.533727645874023,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144523_beam5,20260202_144523,train,5,2130.0,5.12,70,36,data/raw/IQ_Data/20260202_144523_beam5.mat,64,8,28,-62,54.83154296875,36,66,0,-4,0,4,17.79180335998535,16.92329216003418,0.8685111999511719,64,8,28,-62,55.609954833984375,36,72,0,2,0,2,8.394758224487305,7.792989730834961,0.6017684936523438,-6,0,9.397045135498047,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144539_beam1,20260202_144539,train,1,2190.0,3.29,72,46,data/raw/IQ_Data/20260202_144539_beam1.mat,64,8,18,-64,60.356849670410156,46,68,0,-4,0,4,19.55110740661621,18.883596420288086,0.667510986328125,64,8,18,-64,59.882774353027344,47,75,1,3,1,3,12.953930854797363,12.395004272460938,0.5589265823364258,-7,-1,6.597176551818848,"[2100.0, 2400.0)","[2.0, 4.0)"
20260202_144539_beam2,20260202_144539,train,2,2190.0,3.11,72,47,data/raw/IQ_Data/20260202_144539_beam2.mat,64,8,17,-64,60.7805061340332,46,68,-1,-4,1,4,23.32607078552246,22.208477020263672,1.117593765258789,64,8,17,-64,61.799407958984375,46,73,-1,1,1,1,16.438215255737305,14.436500549316406,2.0017147064208984,-5,0,6.887855529785156,"[2100.0, 2400.0)","[2.0, 4.0)"
20260202_144539_beam3,20260202_144539,train,3,2190.0,3.29,72,46,data/raw/IQ_Data/20260202_144539_beam3.mat,64,8,18,-64,61.20443344116211,46,74,0,2,0,2,21.049768447875977,20.8786563873291,0.171112060546875,64,8,18,-64,61.07814025878906,46,73,0,1,0,1,14.273441314697266,11.150630950927734,3.1228103637695312,1,0,6.776327133178711,"[2100.0, 2400.0)","[2.0, 4.0)"
20260202_144539_beam4,20260202_144539,train,4,2190.0,3.29,72,46,data/raw/IQ_Data/20260202_144539_beam4.mat,64,8,18,-64,61.90925598144531,46,74,0,2,0,2,13.811968803405762,12.099141120910645,1.7128276824951172,64,8,18,-64,61.183349609375,46,77,0,5,0,5,7.727930068969727,-0.4151584208011627,8.14308848977089,-3,0,6.084038734436035,"[2100.0, 2400.0)","[2.0, 4.0)"
20260202_144548_beam1,20260202_144548,train,1,2220.0,2.38,73,51,data/raw/IQ_Data/20260202_144548_beam1.mat,64,26,13,-47,62.78213882446289,51,69,0,-4,0,4,24.593503952026367,23.59560775756836,0.9978961944580078,64,24,13,-49,62.39892578125,51,69,0,-4,0,4,28.27794647216797,27.378652572631836,0.8992938995361328,0,0,-3.6844425201416016,"[2100.0, 2400.0)","[2.0, 4.0)"
20260202_144548_beam2,20260202_144548,train,2,2220.0,2.38,73,51,data/raw/IQ_Data/20260202_144548_beam2.mat,64,8,13,-65,60.783390045166016,51,69,0,-4,0,4,27.735836029052734,27.135791778564453,0.6000442504882812,64,8,13,-65,61.801334381103516,51,69,0,-4,0,4,31.659772872924805,30.895675659179688,0.7640972137451172,0,0,-3.9239368438720703,"[2100.0, 2400.0)","[2.0, 4.0)"
20260202_144548_beam3,20260202_144548,train,3,2220.0,2.38,73,51,data/raw/IQ_Data/20260202_144548_beam3.mat,64,24,13,-49,61.50154495239258,51,69,0,-4,0,4,24.859590530395508,24.558860778808594,0.30072975158691406,64,24,13,-49,61.46687316894531,51,69,0,-4,0,4,28.958114624023438,28.216066360473633,0.7420482635498047,0,0,-4.09852409362793,"[2100.0, 2400.0)","[2.0, 4.0)"
20260202_144548_beam4,20260202_144548,train,4,2220.0,2.38,73,51,data/raw/IQ_Data/20260202_144548_beam4.mat,64,8,13,-65,61.908409118652344,51,75,0,2,0,2,16.07390594482422,15.857105255126953,0.21680068969726562,64,24,13,-49,61.27549743652344,51,70,0,-3,0,3,20.444435119628906,19.508527755737305,0.9359073638916016,5,0,-4.3705291748046875,"[2100.0, 2400.0)","[2.0, 4.0)"
20260202_144556_beam1,20260202_144556,val,1,2250.0,-1.64,74,73,data/raw/IQ_Data/20260202_144556_beam1.mat,64,26,-9,-48,63.746891021728516,73,70,0,-4,0,4,23.773025512695312,23.2741641998291,0.49886131286621094,64,24,-9,-50,60.560462951660156,73,69,0,-5,0,5,24.01694107055664,22.945812225341797,1.0711288452148438,1,0,-0.24391555786132812,"[2100.0, 2400.0)","[-2.0, 0.0)"
20260202_144556_beam2,20260202_144556,val,2,2220.0,-1.64,73,73,data/raw/IQ_Data/20260202_144556_beam2.mat,64,8,-9,-65,60.7823600769043,73,70,0,-3,0,3,21.402652740478516,21.311931610107422,0.09072113037109375,64,8,-9,-65,61.80087661743164,73,71,0,-2,0,2,23.82781219482422,23.541702270507812,0.28610992431640625,-1,0,-2.425159454345703,"[2100.0, 2400.0)","[-2.0, 0.0)"
20260202_144556_beam3,20260202_144556,val,3,2220.0,-1.64,73,73,data/raw/IQ_Data/20260202_144556_beam3.mat,64,8,-9,-65,61.20684814453125,73,73,0,0,0,0,18.3524227142334,18.3524227142334,0.0,64,8,-9,-65,61.079734802246094,73,71,0,-2,0,2,21.093669891357422,20.56401252746582,0.5296573638916016,2,0,-2.7412471771240234,"[2100.0, 2400.0)","[-2.0, 0.0)"
20260202_144604_beam1,20260202_144604,train,1,2190.0,-4.02,72,86,data/raw/IQ_Data/20260202_144604_beam1.mat,64,26,-22,-46,63.634498596191406,87,75,1,3,1,3,24.302104949951172,21.704423904418945,2.5976810455322266,64,8,-22,-64,59.8818244934082,87,74,1,2,1,2,15.088311195373535,12.264485359191895,2.8238258361816406,1,0,9.213793754577637,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144604_beam2,20260202_144604,train,2,2190.0,-4.2,72,87,data/raw/IQ_Data/20260202_144604_beam2.mat,64,8,-23,-64,60.781253814697266,87,77,0,5,0,5,27.72222137451172,27.397491455078125,0.32472991943359375,64,8,-23,-64,61.7997932434082,87,77,0,5,0,5,26.412572860717773,26.360750198364258,0.051822662353515625,0,0,1.3096485137939453,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144604_beam3,20260202_144604,train,3,2220.0,-4.2,73,87,data/raw/IQ_Data/20260202_144604_beam3.mat,64,8,-23,-65,61.20602035522461,87,77,0,4,0,4,25.507333755493164,24.803525924682617,0.7038078308105469,64,8,-23,-65,61.077125549316406,87,70,0,-3,0,3,24.19208335876465,23.99864959716797,0.1934337615966797,7,0,1.3152503967285156,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144604_beam4,20260202_144604,train,4,2190.0,-4.2,72,87,data/raw/IQ_Data/20260202_144604_beam4.mat,64,8,-23,-64,61.90941619873047,87,74,0,2,0,2,17.715473175048828,16.985118865966797,0.7303543090820312,64,8,-23,-64,61.181983947753906,87,75,0,3,0,3,16.469310760498047,15.689414978027344,0.7798957824707031,-1,0,1.2461624145507812,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144613_beam1,20260202_144613,train,1,2160.0,-5.66,71,95,data/raw/IQ_Data/20260202_144613_beam1.mat,64,26,-31,-45,63.015380859375,95,73,0,2,0,2,24.72418975830078,24.043766021728516,0.6804237365722656,64,8,-31,-63,59.88166427612305,95,67,0,-4,0,4,26.165159225463867,25.5264949798584,0.6386642456054688,6,0,-1.440969467163086,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144613_beam2,20260202_144613,train,2,2160.0,-5.66,71,95,data/raw/IQ_Data/20260202_144613_beam2.mat,64,26,-31,-45,61.286338806152344,95,67,0,-4,0,4,29.2481689453125,28.730018615722656,0.5181503295898438,64,8,-31,-63,61.799102783203125,95,67,0,-4,0,4,30.372802734375,29.949825286865234,0.4229774475097656,0,0,-1.1246337890625,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144613_beam3,20260202_144613,train,3,2160.0,-5.66,71,95,data/raw/IQ_Data/20260202_144613_beam3.mat,64,8,-31,-63,61.20326232910156,95,67,0,-4,0,4,27.423904418945312,27.13188934326172,0.29201507568359375,64,8,-31,-63,61.07583999633789,95,67,0,-4,0,4,28.452415466308594,28.229820251464844,0.22259521484375,0,0,-1.0285110473632812,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144613_beam4,20260202_144613,train,4,2160.0,-5.66,71,95,data/raw/IQ_Data/20260202_144613_beam4.mat,64,8,-31,-63,61.906829833984375,95,74,0,3,0,3,18.957088470458984,18.853532791137695,0.10355567932128906,64,8,-31,-63,61.1827507019043,95,72,0,1,0,1,19.98100471496582,19.802867889404297,0.17813682556152344,2,0,-1.023916244506836,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144629_beam1,20260202_144629,val,1,2400.0,-6.76,79,101,data/raw/IQ_Data/20260202_144629_beam1.mat,64,26,-37,-53,64.47366333007812,101,80,0,1,0,1,20.241451263427734,18.973342895507812,1.2681083679199219,64,26,-37,-53,60.27542495727539,101,78,0,-1,0,1,18.102705001831055,17.888643264770508,0.21406173706054688,2,0,2.1387462615966797,"[2400.0, 2700.0)","[-8.0, -6.0)"
20260202_144629_beam2,20260202_144629,val,2,2400.0,-6.76,79,101,data/raw/IQ_Data/20260202_144629_beam2.mat,64,26,-37,-53,62.436729431152344,101,77,0,-2,0,2,22.50718879699707,22.230636596679688,0.2765522003173828,64,8,-37,-71,61.79893112182617,101,80,0,1,0,1,21.6635684967041,21.405353546142578,0.25821495056152344,-3,0,0.8436203002929688,"[2400.0, 2700.0)","[-8.0, -6.0)"
20260202_144629_beam3,20260202_144629,val,3,2400.0,-6.76,79,101,data/raw/IQ_Data/20260202_144629_beam3.mat,64,8,-37,-71,61.20237350463867,101,80,0,1,0,1,22.238937377929688,22.1744327545166,0.06450462341308594,64,8,-37,-71,61.077293395996094,101,81,0,2,0,2,18.054622650146484,15.346583366394043,2.7080392837524414,-1,0,4.184314727783203,"[2400.0, 2700.0)","[-8.0, -6.0)"
20260202_144629_beam4,20260202_144629,val,4,2400.0,-6.76,79,101,data/raw/IQ_Data/20260202_144629_beam4.mat,64,8,-37,-71,61.90675735473633,101,78,0,-1,0,1,14.027193069458008,13.05677318572998,0.9704198837280273,64,36,-37,-43,61.89186096191406,101,79,0,0,0,0,15.115799903869629,15.115799903869629,0.0,-1,0,-1.088606834411621,"[2400.0, 2700.0)","[-8.0, -6.0)"
20260202_144637_beam1,20260202_144637,train,1,2130.0,-1.28,70,71,data/raw/IQ_Data/20260202_144637_beam1.mat,64,8,-7,-62,60.357093811035156,70,71,-1,1,1,1,16.678913116455078,14.975958824157715,1.7029542922973633,64,8,-7,-62,59.885135650634766,70,69,-1,-1,1,1,12.410019874572754,12.017497062683105,0.39252281188964844,2,0,4.268893241882324,"[2100.0, 2400.0)","[-2.0, 0.0)"
20260202_144637_beam2,20260202_144637,train,2,2130.0,-1.1,70,70,data/raw/IQ_Data/20260202_144637_beam2.mat,64,8,-6,-62,60.783939361572266,70,77,0,7,0,7,20.076818466186523,18.919307708740234,1.157510757446289,64,8,-6,-62,61.80133056640625,70,69,0,-1,0,1,16.086130142211914,13.822954177856445,2.2631759643554688,8,0,3.9906883239746094,"[2100.0, 2400.0)","[-2.0, 0.0)"
20260202_144637_beam3,20260202_144637,train,3,2130.0,-1.1,70,70,data/raw/IQ_Data/20260202_144637_beam3.mat,64,8,-6,-62,61.20643997192383,70,77,0,7,0,7,19.012691497802734,17.461305618286133,1.5513858795166016,64,8,-6,-62,61.08083724975586,71,77,1,7,1,7,16.64094352722168,14.080572128295898,2.5603713989257812,0,-1,2.3717479705810547,"[2100.0, 2400.0)","[-2.0, 0.0)"
20260202_144637_beam4,20260202_144637,train,4,2100.0,-1.28,69,71,data/raw/IQ_Data/20260202_144637_beam4.mat,64,8,-7,-61,61.90960693359375,70,77,-1,8,1,8,12.803974151611328,9.335554122924805,3.4684200286865234,64,8,-7,-61,61.18487548828125,71,77,0,8,0,8,10.629051208496094,10.44839096069336,0.18066024780273438,0,-1,2.1749229431152344,"[2100.0, 2400.0)","[-2.0, 0.0)"
20260202_144645_beam1,20260202_144645,train,1,2040.0,2.01,67,53,data/raw/IQ_Data/20260202_144645_beam1.mat,64,8,11,-59,60.35908508300781,53,64,0,-3,0,3,21.428668975830078,21.398624420166016,0.0300445556640625,64,8,11,-59,59.885215759277344,53,72,0,5,0,5,24.474470138549805,23.557132720947266,0.9173374176025391,-8,0,-3.0458011627197266,"[1800.0, 2100.0)","[2.0, 4.0)"
20260202_144645_beam2,20260202_144645,train,2,2070.0,2.01,68,53,data/raw/IQ_Data/20260202_144645_beam2.mat,64,8,11,-60,60.78125,53,72,0,4,0,4,28.024944305419922,27.600093841552734,0.4248504638671875,64,8,11,-60,61.80126953125,53,72,0,4,0,4,31.258447647094727,30.571517944335938,0.6869297027587891,0,0,-3.2335033416748047,"[1800.0, 2100.0)","[2.0, 4.0)"
20260202_144645_beam3,20260202_144645,train,3,2070.0,2.01,68,53,data/raw/IQ_Data/20260202_144645_beam3.mat,64,8,11,-60,61.20396423339844,53,72,0,4,0,4,28.761615753173828,28.180339813232422,0.5812759399414062,64,8,11,-60,61.07782745361328,53,72,0,4,0,4,31.945831298828125,31.292606353759766,0.6532249450683594,0,0,-3.184215545654297,"[1800.0, 2100.0)","[2.0, 4.0)"
20260202_144645_beam4,20260202_144645,train,4,2040.0,2.01,67,53,data/raw/IQ_Data/20260202_144645_beam4.mat,64,8,11,-59,61.90813064575195,53,64,0,-3,0,3,23.388839721679688,22.935440063476562,0.453399658203125,64,8,11,-59,61.181602478027344,53,64,0,-3,0,3,26.75135040283203,26.030179977416992,0.7211704254150391,0,0,-3.3625106811523438,"[1800.0, 2100.0)","[2.0, 4.0)"
20260202_144710_beam1,20260202_144710,train,1,2160.0,4.2,71,41,data/raw/IQ_Data/20260202_144710_beam1.mat,64,8,23,-63,60.35712814331055,41,67,0,-4,0,4,24.718345642089844,23.57266616821289,1.1456794738769531,64,8,23,-63,59.884456634521484,41,67,0,-4,0,4,28.315237045288086,27.732322692871094,0.5829143524169922,0,0,-3.596891403198242,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144710_beam2,20260202_144710,train,2,2160.0,4.2,71,41,data/raw/IQ_Data/20260202_144710_beam2.mat,64,8,23,-63,60.78093719482422,41,67,0,-4,0,4,29.08573341369629,28.17022132873535,0.9155120849609375,64,8,23,-63,61.80060577392578,41,67,0,-4,0,4,32.8784065246582,32.09882736206055,0.7795791625976562,0,0,-3.792673110961914,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144710_beam3,20260202_144710,train,3,2160.0,4.2,71,41,data/raw/IQ_Data/20260202_144710_beam3.mat,64,8,23,-63,61.204166412353516,41,67,0,-4,0,4,27.614831924438477,26.700048446655273,0.9147834777832031,64,8,23,-63,61.07777404785156,41,67,0,-4,0,4,31.365718841552734,30.528810501098633,0.8369083404541016,0,0,-3.750886917114258,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144710_beam4,20260202_144710,train,4,2130.0,4.2,70,41,data/raw/IQ_Data/20260202_144710_beam4.mat,64,8,23,-62,61.90892028808594,41,72,0,2,0,2,20.164060592651367,19.594017028808594,0.5700435638427734,64,8,23,-62,61.182254791259766,41,67,0,-3,0,3,23.918169021606445,23.18619155883789,0.7319774627685547,5,0,-3.754108428955078,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144718_beam1,20260202_144718,train,1,2190.0,3.47,72,45,data/raw/IQ_Data/20260202_144718_beam1.mat,64,8,19,-64,60.358882904052734,45,68,0,-4,0,4,27.17633056640625,26.66736602783203,0.5089645385742188,64,8,19,-64,59.88490676879883,45,76,0,4,0,4,22.41024398803711,21.833600997924805,0.5766429901123047,-8,0,4.766086578369141,"[2100.0, 2400.0)","[2.0, 4.0)"
20260202_144718_beam2,20260202_144718,train,2,2190.0,3.47,72,45,data/raw/IQ_Data/20260202_144718_beam2.mat,64,8,19,-64,60.78462219238281,45,68,0,-4,0,4,30.781192779541016,30.210676193237305,0.5705165863037109,64,8,19,-64,61.801513671875,45,76,0,4,0,4,26.13130760192871,25.81987190246582,0.3114356994628906,-8,0,4.649885177612305,"[2100.0, 2400.0)","[2.0, 4.0)"
20260202_144718_beam3,20260202_144718,train,3,2190.0,3.47,72,45,data/raw/IQ_Data/20260202_144718_beam3.mat,64,8,19,-64,61.205631256103516,45,68,0,-4,0,4,28.67719841003418,27.858074188232422,0.8191242218017578,64,8,19,-64,61.076904296875,45,76,0,4,0,4,23.809192657470703,23.751314163208008,0.05787849426269531,-8,0,4.868005752563477,"[2100.0, 2400.0)","[2.0, 4.0)"
20260202_144718_beam4,20260202_144718,train,4,2190.0,3.47,72,45,data/raw/IQ_Data/20260202_144718_beam4.mat,64,8,19,-64,61.907958984375,45,68,0,-4,0,4,20.78575897216797,19.19750213623047,1.5882568359375,64,8,19,-64,61.18154525756836,45,75,0,3,0,3,16.16585922241211,15.56497573852539,0.6008834838867188,-7,0,4.619899749755859,"[2100.0, 2400.0)","[2.0, 4.0)"
20260202_144727_beam1,20260202_144727,train,1,2160.0,-1.46,71,72,data/raw/IQ_Data/20260202_144727_beam1.mat,64,8,-8,-63,60.35577392578125,72,68,0,-3,0,3,22.599620819091797,21.386850357055664,1.2127704620361328,64,8,-8,-63,59.879852294921875,72,72,0,1,0,1,21.391902923583984,21.369949340820312,0.021953582763671875,-4,0,1.2077178955078125,"[2100.0, 2400.0)","[-2.0, 0.0)"
20260202_144727_beam2,20260202_144727,train,2,2190.0,-1.46,72,72,data/raw/IQ_Data/20260202_144727_beam2.mat,64,8,-8,-64,60.78362274169922,72,68,0,-4,0,4,29.950477600097656,29.39638900756836,0.5540885925292969,64,8,-8,-64,61.80125427246094,72,70,0,-2,0,2,28.49413299560547,28.03492546081543,0.45920753479003906,-2,0,1.4563446044921875,"[2100.0, 2400.0)","[-2.0, 0.0)"
20260202_144727_beam3,20260202_144727,train,3,2220.0,-1.46,73,72,data/raw/IQ_Data/20260202_144727_beam3.mat,64,8,-8,-65,61.20549011230469,72,68,0,-5,0,5,27.966808319091797,27.13399887084961,0.8328094482421875,64,8,-8,-65,61.077064514160156,72,70,0,-3,0,3,26.834972381591797,26.29119110107422,0.5437812805175781,-2,0,1.1318359375,"[2100.0, 2400.0)","[-2.0, 0.0)"
20260202_144727_beam4,20260202_144727,train,4,2190.0,-1.46,72,72,data/raw/IQ_Data/20260202_144727_beam4.mat,64,8,-8,-64,61.907379150390625,72,68,0,-4,0,4,20.040908813476562,18.923992156982422,1.1169166564941406,64,8,-8,-64,61.180633544921875,72,70,0,-2,0,2,19.838985443115234,18.1700496673584,1.668935775756836,-2,0,0.20192337036132812,"[2100.0, 2400.0)","[-2.0, 0.0)"
