new_split,original_split,class_name,target_present,sample_id,source_file,beam_layer,azimuth_deg,distance_m,velocity_mps,mat_path,label_path
train,train,Background,0,20260204_100826_beam1_az082,20260204_100826,1,82.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az082.mat,
train,train,Background,0,20260204_100826_beam1_az091,20260204_100826,1,91.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az091.mat,
train,train,Background,0,20260204_100826_beam1_az100,20260204_100826,1,100.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az100.mat,
train,train,Background,0,20260204_100826_beam1_az109,20260204_100826,1,109.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az109.mat,
train,train,Background,0,20260204_100826_beam1_az118,20260204_100826,1,118.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az118.mat,
train,test,Background,0,20260204_100826_beam1_az127,20260204_100826,1,127.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam1_az127.mat,
train,train,Background,0,20260204_100826_beam1_az136,20260204_100826,1,136.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az136.mat,
train,train,Background,0,20260204_100826_beam1_az145,20260204_100826,1,145.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az145.mat,
train,train,Background,0,20260204_100826_beam1_az154,20260204_100826,1,154.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az154.mat,
train,train,Background,0,20260204_100826_beam1_az163,20260204_100826,1,163.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az163.mat,
train,val,Background,0,20260204_100826_beam1_az172,20260204_100826,1,172.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100826_beam1_az172.mat,
train,train,Background,0,20260204_100826_beam1_az181,20260204_100826,1,181.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az181.mat,
train,val,Background,0,20260204_100826_beam1_az190,20260204_100826,1,190.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100826_beam1_az190.mat,
train,test,Background,0,20260204_100826_beam1_az199,20260204_100826,1,199.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam1_az199.mat,
train,test,Background,0,20260204_100826_beam2_az001,20260204_100826,2,1.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam2_az001.mat,
train,train,Background,0,20260204_100826_beam2_az010,20260204_100826,2,10.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az010.mat,
train,train,Background,0,20260204_100826_beam2_az019,20260204_100826,2,19.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az019.mat,
train,train,Background,0,20260204_100826_beam2_az028,20260204_100826,2,28.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az028.mat,
train,train,Background,0,20260204_100826_beam2_az037,20260204_100826,2,37.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az037.mat,
train,train,Background,0,20260204_100826_beam2_az046,20260204_100826,2,46.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az046.mat,
train,train,Background,0,20260204_100826_beam2_az055,20260204_100826,2,55.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az055.mat,
train,train,Background,0,20260204_100826_beam2_az064,20260204_100826,2,64.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az064.mat,
train,test,Background,0,20260204_100826_beam2_az073,20260204_100826,2,73.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam2_az073.mat,
train,test,Background,0,20260204_100826_beam2_az082,20260204_100826,2,82.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam2_az082.mat,
train,train,Background,0,20260204_100826_beam2_az091,20260204_100826,2,91.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az091.mat,
train,train,Background,0,20260204_100826_beam2_az100,20260204_100826,2,100.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az100.mat,
train,train,Background,0,20260204_100826_beam2_az109,20260204_100826,2,109.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az109.mat,
train,train,Background,0,20260204_100826_beam2_az118,20260204_100826,2,118.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az118.mat,
train,train,Background,0,20260204_100826_beam2_az127,20260204_100826,2,127.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az127.mat,
train,val,Background,0,20260204_100826_beam2_az136,20260204_100826,2,136.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100826_beam2_az136.mat,
train,train,Background,0,20260204_100826_beam2_az145,20260204_100826,2,145.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az145.mat,
train,train,Background,0,20260204_100826_beam2_az154,20260204_100826,2,154.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az154.mat,
train,train,Background,0,20260204_100826_beam2_az163,20260204_100826,2,163.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az163.mat,
train,train,Background,0,20260204_100826_beam2_az172,20260204_100826,2,172.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az172.mat,
train,train,Background,0,20260204_100826_beam2_az181,20260204_100826,2,181.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az181.mat,
train,train,Background,0,20260204_100826_beam2_az190,20260204_100826,2,190.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az190.mat,
train,train,Background,0,20260204_100826_beam2_az199,20260204_100826,2,199.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az199.mat,
train,val,Background,0,20260204_100826_beam3_az001,20260204_100826,3,1.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100826_beam3_az001.mat,
train,val,Background,0,20260204_100826_beam3_az010,20260204_100826,3,10.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100826_beam3_az010.mat,
train,test,Background,0,20260204_100826_beam3_az019,20260204_100826,3,19.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam3_az019.mat,
train,train,Background,0,20260204_100826_beam3_az028,20260204_100826,3,28.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam3_az028.mat,
train,train,Background,0,20260204_100826_beam3_az037,20260204_100826,3,37.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam3_az037.mat,
train,train,Background,0,20260204_100826_beam3_az046,20260204_100826,3,46.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam3_az046.mat,
train,train,Background,0,20260204_100826_beam3_az055,20260204_100826,3,55.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam3_az055.mat,
train,train,Background,0,20260204_100826_beam3_az064,20260204_100826,3,64.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam3_az064.mat,
train,train,Background,0,20260204_100826_beam3_az073,20260204_100826,3,73.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam3_az073.mat,
train,train,Background,0,20260204_100826_beam3_az082,20260204_100826,3,82.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam3_az082.mat,
train,train,Background,0,20260204_100826_beam3_az091,20260204_100826,3,91.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam3_az091.mat,
train,train,Background,0,20260204_100826_beam3_az100,20260204_100826,3,100.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam3_az100.mat,
train,train,Background,0,20260204_100826_beam3_az109,20260204_100826,3,109.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam3_az109.mat,
train,train,Background,0,20260204_100826_beam3_az118,20260204_100826,3,118.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam3_az118.mat,
train,train,Background,0,20260204_100826_beam3_az127,20260204_100826,3,127.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam3_az127.mat,
train,train,Background,0,20260204_100826_beam3_az136,20260204_100826,3,136.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam3_az136.mat,
train,val,Background,0,20260204_100826_beam3_az145,20260204_100826,3,145.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100826_beam3_az145.mat,
train,test,Background,0,20260204_100826_beam3_az154,20260204_100826,3,154.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam3_az154.mat,
train,train,Background,0,20260204_100826_beam3_az163,20260204_100826,3,163.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam3_az163.mat,
train,train,Background,0,20260204_100826_beam3_az172,20260204_100826,3,172.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam3_az172.mat,
train,train,Background,0,20260204_100826_beam3_az181,20260204_100826,3,181.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam3_az181.mat,
train,train,Background,0,20260204_100826_beam3_az190,20260204_100826,3,190.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam3_az190.mat,
train,train,Background,0,20260204_100826_beam3_az199,20260204_100826,3,199.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam3_az199.mat,
train,train,Background,0,20260204_100826_beam4_az001,20260204_100826,4,1.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam4_az001.mat,
train,test,Background,0,20260204_100826_beam4_az010,20260204_100826,4,10.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam4_az010.mat,
train,test,Background,0,20260204_100826_beam4_az019,20260204_100826,4,19.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam4_az019.mat,
train,train,Background,0,20260204_100826_beam4_az028,20260204_100826,4,28.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam4_az028.mat,
train,test,Background,0,20260204_100826_beam4_az037,20260204_100826,4,37.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam4_az037.mat,
train,train,Background,0,20260204_100826_beam4_az046,20260204_100826,4,46.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam4_az046.mat,
train,train,Background,0,20260204_100826_beam4_az055,20260204_100826,4,55.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam4_az055.mat,
train,train,Background,0,20260204_100826_beam4_az064,20260204_100826,4,64.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam4_az064.mat,
train,train,Background,0,20260204_100826_beam4_az073,20260204_100826,4,73.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam4_az073.mat,
train,train,Background,0,20260204_100826_beam4_az082,20260204_100826,4,82.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam4_az082.mat,
train,test,Background,0,20260204_100826_beam4_az091,20260204_100826,4,91.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam4_az091.mat,
train,train,Background,0,20260204_100826_beam4_az100,20260204_100826,4,100.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam4_az100.mat,
train,train,Background,0,20260204_100826_beam4_az109,20260204_100826,4,109.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam4_az109.mat,
train,test,Background,0,20260204_100826_beam4_az118,20260204_100826,4,118.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam4_az118.mat,
train,train,Background,0,20260204_100826_beam4_az127,20260204_100826,4,127.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam4_az127.mat,
train,train,Background,0,20260204_100826_beam4_az136,20260204_100826,4,136.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam4_az136.mat,
train,train,Background,0,20260204_100826_beam4_az145,20260204_100826,4,145.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam4_az145.mat,
train,train,Background,0,20260204_100826_beam4_az154,20260204_100826,4,154.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam4_az154.mat,
train,train,Background,0,20260204_100826_beam4_az163,20260204_100826,4,163.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam4_az163.mat,
train,test,Background,0,20260204_100826_beam4_az172,20260204_100826,4,172.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam4_az172.mat,
train,train,Background,0,20260204_100826_beam4_az181,20260204_100826,4,181.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam4_az181.mat,
train,test,Background,0,20260204_100826_beam4_az190,20260204_100826,4,190.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam4_az190.mat,
train,train,Background,0,20260204_100826_beam4_az199,20260204_100826,4,199.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam4_az199.mat,
train,train,Background,0,20260204_100826_beam5_az001,20260204_100826,5,1.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam5_az001.mat,
train,train,Background,0,20260204_100826_beam5_az010,20260204_100826,5,10.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam5_az010.mat,
train,test,Background,0,20260204_100826_beam5_az019,20260204_100826,5,19.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam5_az019.mat,
train,train,Background,0,20260204_100826_beam5_az028,20260204_100826,5,28.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam5_az028.mat,
train,train,Background,0,20260204_100826_beam5_az037,20260204_100826,5,37.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam5_az037.mat,
train,train,Background,0,20260204_100826_beam5_az046,20260204_100826,5,46.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam5_az046.mat,
train,train,Background,0,20260204_100826_beam5_az055,20260204_100826,5,55.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam5_az055.mat,
train,val,Background,0,20260204_100826_beam5_az064,20260204_100826,5,64.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100826_beam5_az064.mat,
train,train,Background,0,20260204_100826_beam5_az073,20260204_100826,5,73.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam5_az073.mat,
train,train,Background,0,20260204_100826_beam5_az082,20260204_100826,5,82.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam5_az082.mat,
train,train,Background,0,20260204_100826_beam5_az091,20260204_100826,5,91.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam5_az091.mat,
train,train,Background,0,20260204_100826_beam5_az100,20260204_100826,5,100.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam5_az100.mat,
train,train,Background,0,20260204_100826_beam5_az109,20260204_100826,5,109.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam5_az109.mat,
train,test,Background,0,20260204_100826_beam5_az118,20260204_100826,5,118.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam5_az118.mat,
train,train,Background,0,20260204_100826_beam5_az127,20260204_100826,5,127.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam5_az127.mat,
train,train,Background,0,20260204_100826_beam5_az136,20260204_100826,5,136.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam5_az136.mat,
train,test,Background,0,20260204_100826_beam5_az145,20260204_100826,5,145.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam5_az145.mat,
train,train,Background,0,20260204_100826_beam5_az154,20260204_100826,5,154.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam5_az154.mat,
train,test,Background,0,20260204_100826_beam5_az163,20260204_100826,5,163.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam5_az163.mat,
train,train,Background,0,20260204_100826_beam5_az172,20260204_100826,5,172.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam5_az172.mat,
train,val,Background,0,20260204_100826_beam5_az181,20260204_100826,5,181.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100826_beam5_az181.mat,
train,train,Background,0,20260204_100826_beam5_az190,20260204_100826,5,190.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam5_az190.mat,
train,train,Background,0,20260204_100826_beam5_az199,20260204_100826,5,199.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam5_az199.mat,
train,train,Background,0,20260204_100932_beam1_az001,20260204_100932,1,1.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100932_beam1_az001.mat,
train,train,Background,0,20260204_100932_beam1_az010,20260204_100932,1,10.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100932_beam1_az010.mat,
train,val,Background,0,20260204_100932_beam1_az019,20260204_100932,1,19.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100932_beam1_az019.mat,
train,test,Background,0,20260204_100932_beam1_az028,20260204_100932,1,28.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100932_beam1_az028.mat,
train,train,Background,0,20260204_100932_beam1_az037,20260204_100932,1,37.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100932_beam1_az037.mat,
train,val,Background,0,20260204_100932_beam1_az046,20260204_100932,1,46.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100932_beam1_az046.mat,
train,train,Background,0,20260204_100932_beam1_az055,20260204_100932,1,55.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100932_beam1_az055.mat,
train,train,Background,0,20260204_100932_beam1_az064,20260204_100932,1,64.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100932_beam1_az064.mat,
train,train,Background,0,20260204_100932_beam1_az073,20260204_100932,1,73.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100932_beam1_az073.mat,
train,train,Background,0,20260204_100932_beam1_az082,20260204_100932,1,82.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100932_beam1_az082.mat,
train,train,Background,0,20260204_100932_beam1_az091,20260204_100932,1,91.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100932_beam1_az091.mat,
train,train,Background,0,20260204_100932_beam1_az100,20260204_100932,1,100.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100932_beam1_az100.mat,
train,train,Background,0,20260204_100932_beam1_az109,20260204_100932,1,109.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100932_beam1_az109.mat,
train,train,Background,0,20260204_100932_beam1_az118,20260204_100932,1,118.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100932_beam1_az118.mat,
train,test,Background,0,20260204_100932_beam1_az127,20260204_100932,1,127.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100932_beam1_az127.mat,
train,train,Background,0,20260204_100932_beam1_az136,20260204_100932,1,136.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100932_beam1_az136.mat,
train,train,Background,0,20260204_100932_beam1_az145,20260204_100932,1,145.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100932_beam1_az145.mat,
train,train,Background,0,20260204_100932_beam1_az154,20260204_100932,1,154.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100932_beam1_az154.mat,
train,train,Background,0,20260204_100932_beam1_az163,20260204_100932,1,163.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100932_beam1_az163.mat,
train,train,Background,0,20260204_100932_beam1_az172,20260204_100932,1,172.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100932_beam1_az172.mat,
train,test,Background,0,20260204_100932_beam1_az181,20260204_100932,1,181.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100932_beam1_az181.mat,
train,train,Background,0,20260204_100932_beam1_az190,20260204_100932,1,190.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100932_beam1_az190.mat,
train,train,Background,0,20260204_100932_beam1_az199,20260204_100932,1,199.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100932_beam1_az199.mat,
