task_id,representation,band_code,band,batch_code,heldout_fold,record_count,category_count,model_count,uav_record_count,uav_present,bird_record_count,bird_present,weather_record_count,weather_present
narrow_x_category,Narrow,2,X,319,4,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,321,2,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,322,1,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,323,1,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,324,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,325,1,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,326,4,1,1,1,0,False,0,False,1,True
narrow_x_category,Narrow,2,X,329,5,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,330,2,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,331,5,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,332,2,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,333,5,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,335,2,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,336,1,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,337,1,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,338,5,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,340,2,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,341,1,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,343,2,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,344,2,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,345,1,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,346,5,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,368,1,2,1,1,0,False,0,False,2,True
narrow_x_category,Narrow,2,X,377,5,2,1,1,0,False,0,False,2,True
narrow_x_category,Narrow,2,X,378,4,1,1,1,0,False,0,False,1,True
narrow_x_category,Narrow,2,X,379,3,2,1,1,0,False,0,False,2,True
narrow_x_category,Narrow,2,X,380,3,3,1,1,0,False,0,False,3,True
narrow_x_category,Narrow,2,X,381,4,2,1,1,0,False,0,False,2,True
narrow_x_category,Narrow,2,X,384,3,2,1,1,0,False,0,False,2,True
narrow_x_category,Narrow,2,X,385,3,2,1,1,0,False,0,False,2,True
narrow_x_category,Narrow,2,X,386,3,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,387,1,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,388,2,2,1,1,0,False,0,False,2,True
narrow_x_category,Narrow,2,X,393,2,2,1,1,0,False,0,False,2,True
narrow_x_category,Narrow,2,X,394,4,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,396,3,1,1,1,0,False,0,False,1,True
narrow_x_category,Narrow,2,X,398,3,2,1,1,0,False,0,False,2,True
narrow_x_category,Narrow,2,X,399,2,1,1,1,0,False,0,False,1,True
narrow_x_category,Narrow,2,X,400,2,3,1,1,0,False,0,False,3,True
narrow_x_category,Narrow,2,X,401,4,1,1,1,0,False,0,False,1,True
narrow_x_category,Narrow,2,X,410,4,1,1,1,0,False,0,False,1,True
narrow_x_category,Narrow,2,X,411,3,100,1,1,100,True,0,False,0,False
narrow_x_category,Narrow,2,X,428,1,112,1,1,112,True,0,False,0,False
narrow_x_category,Narrow,2,X,432,2,153,1,1,0,False,153,True,0,False
narrow_x_category,Narrow,2,X,441,5,22,1,1,22,True,0,False,0,False
narrow_x_category,Narrow,2,X,469,5,16,1,1,0,False,16,True,0,False
narrow_x_category,Narrow,2,X,704,1,271,1,1,271,True,0,False,0,False
narrow_x_category,Narrow,2,X,867,3,111,1,1,0,False,111,True,0,False
