fold,manifest_path,manifest_row,split,sample_id,mat_path,label_path,source_file,target,sample_key,scan_group,mat_basename,mat_stem,label_basename,source_basename,mat_sha256,label_sha256
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,763,train,20260202_145819_beam1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_145819_beam1.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/Labels/20260202_145819_beam1.txt,20260202_145819,1,20260202_145819_beam1,20260202_145819,20260202_145819_beam1.mat,20260202_145819_beam1,20260202_145819_beam1.txt,20260202_145819,401c74f9068dc45ca8fec19fdce576a1ca33dd2c50146e46d8d35b4b4073f78a,ab77fa2f1a519cd93f5ff2881740e8bb3579f22123758265b8ded7f65c38550d
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,764,train,20260202_145819_beam2,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_145819_beam2.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/Labels/20260202_145819_beam2.txt,20260202_145819,1,20260202_145819_beam2,20260202_145819,20260202_145819_beam2.mat,20260202_145819_beam2,20260202_145819_beam2.txt,20260202_145819,10570ea4b3de015249167e510167caf9f181ba715ee62d89828b7acbc1c6f33d,aaca6a333360293ee56c98e07e316d87873512a22c7fb531eefc7764e4eb36b7
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,765,train,20260202_145819_beam3,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_145819_beam3.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/Labels/20260202_145819_beam3.txt,20260202_145819,1,20260202_145819_beam3,20260202_145819,20260202_145819_beam3.mat,20260202_145819_beam3,20260202_145819_beam3.txt,20260202_145819,b2cbb1b9834b3a493ba522b63d331065e9f9728aa58a4426ce5202bcef4b71d3,b9cfde15ef67366afdb53938ab36ed86540345e96fa694c04b23843fd1919559
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,766,train,20260202_145819_beam4,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_145819_beam4.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/Labels/20260202_145819_beam4.txt,20260202_145819,1,20260202_145819_beam4,20260202_145819,20260202_145819_beam4.mat,20260202_145819_beam4,20260202_145819_beam4.txt,20260202_145819,c776636b2dcb03c257a74c4ccf906ffd3dc31adcd288ca279eed7a49ed518541,7e79835aa1501aed39d7ba91ef0a2dc9dea9e29fa1b5a05ea85b28b91377cc30
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,767,train,20260202_145819_beam5,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_145819_beam5.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/Labels/20260202_145819_beam5.txt,20260202_145819,1,20260202_145819_beam5,20260202_145819,20260202_145819_beam5.mat,20260202_145819_beam5,20260202_145819_beam5.txt,20260202_145819,1d46af2c32aef3d65eca2c0415612b87bca4520a223e95e85faf2dde56542688,a732eb03db0c3080226f9591db9b15e7ed54882d0d391e8b868f64263bc4126e
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,768,train,20260202_145828_beam1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_145828_beam1.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_145828_beam1.txt,20260202_145828,1,20260202_145828_beam1,20260202_145828,20260202_145828_beam1.mat,20260202_145828_beam1,20260202_145828_beam1.txt,20260202_145828,fc9fc896b662edd62ce30cbbfbc65327920ea7ccbf2d0d5eb152d636fc9564ae,b40cb9d2c74dc095bd2af22915e78d3836d94a1e202d11fa69ca575c99e4bc15
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,769,train,20260202_145828_beam2,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_145828_beam2.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_145828_beam2.txt,20260202_145828,1,20260202_145828_beam2,20260202_145828,20260202_145828_beam2.mat,20260202_145828_beam2,20260202_145828_beam2.txt,20260202_145828,013178efcb5441dc323afcaaff1df0e7c6219000eaf00747800cf06ef8d370aa,84f27355dec2aaef7bb30c54bf256a3dc1606b57207c89619721e5c0a3922bce
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,770,train,20260202_145828_beam3,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_145828_beam3.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_145828_beam3.txt,20260202_145828,1,20260202_145828_beam3,20260202_145828,20260202_145828_beam3.mat,20260202_145828_beam3,20260202_145828_beam3.txt,20260202_145828,0c1055ca1656fc6cbe7f2ea74c1e89131c0434c24acbb58d362da3a1990b35a7,270b0dca50c206bf57a5f9ed15634fb56b33d48547d56dedac3cf7299ad94cf4
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,771,train,20260202_145828_beam4,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_145828_beam4.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_145828_beam4.txt,20260202_145828,1,20260202_145828_beam4,20260202_145828,20260202_145828_beam4.mat,20260202_145828_beam4,20260202_145828_beam4.txt,20260202_145828,11e7723c477156cf152cdef3a2b771769e27761ed89b2fb974a8db826e2a1b98,2722a6ade3f7facf136733ef79e41e5381cb875253d9fd8461fd236310095212
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,772,train,20260202_145828_beam5,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_145828_beam5.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_145828_beam5.txt,20260202_145828,1,20260202_145828_beam5,20260202_145828,20260202_145828_beam5.mat,20260202_145828_beam5,20260202_145828_beam5.txt,20260202_145828,880e859c27405ddea94ab930f130f44822ba6ea65c1709d9e1034289f7bfcd3c,4c865d5c64f5f28e65c6e51af0af5bfd83dbfc1f0a14b011bd2c18d4ec7f8bb9
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,773,train,20260202_145836_beam1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_145836_beam1.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/Labels/20260202_145836_beam1.txt,20260202_145836,1,20260202_145836_beam1,20260202_145836,20260202_145836_beam1.mat,20260202_145836_beam1,20260202_145836_beam1.txt,20260202_145836,c3311cee17ea4ad022ab046c2afe4fc1dde134bf109dd59f146fa56673cac80c,1d6dbff4e9dacd1ca2b63363f9166382fe4cb561a435115ec48f8033b6f3ae4e
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,774,train,20260202_145836_beam2,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_145836_beam2.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/Labels/20260202_145836_beam2.txt,20260202_145836,1,20260202_145836_beam2,20260202_145836,20260202_145836_beam2.mat,20260202_145836_beam2,20260202_145836_beam2.txt,20260202_145836,3778711a612dd3d0e48a546d8fe9a88a086dacb33018333f3ba7b375788dcfa1,28867ae2494b36ab370968ab765089981dd402a51901cf0d0be9da09f8d41160
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,775,train,20260202_145836_beam3,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_145836_beam3.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/Labels/20260202_145836_beam3.txt,20260202_145836,1,20260202_145836_beam3,20260202_145836,20260202_145836_beam3.mat,20260202_145836_beam3,20260202_145836_beam3.txt,20260202_145836,8b2f10cc463012fc715fc6409f1f4e1a4e8ec79ade338edf2c70cfda7d2d96d6,bde069879e1f5095c5dd625e58b5a19b119e70bf5ca1c7fb7d2fa5f6d06d8a07
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,776,train,20260202_145836_beam4,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_145836_beam4.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/Labels/20260202_145836_beam4.txt,20260202_145836,1,20260202_145836_beam4,20260202_145836,20260202_145836_beam4.mat,20260202_145836_beam4,20260202_145836_beam4.txt,20260202_145836,1b373b55840e3409c53e39e57fadc28c713f1597449d6aeba16276ff78fc1b05,0e961b6a37c9a81427ad60ffdd21b9fea6d115526221268228c0faebaf7d9f99
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,777,train,20260202_145836_beam5,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_145836_beam5.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/Labels/20260202_145836_beam5.txt,20260202_145836,1,20260202_145836_beam5,20260202_145836,20260202_145836_beam5.mat,20260202_145836_beam5,20260202_145836_beam5.txt,20260202_145836,52c556b0b782d76a1cfe5d737a292f04a2a139df624bbd0e11ee74c035928abe,878077bb96f51b7e64d4f79a1d95aa677d93e2cf2f5b03e5785f39ec8338ffa6
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,778,val,20260204_100826_beam1_az001,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam1_az001.mat,,20260204_100826,0,20260204_100826_beam1_az001,20260204_100826,20260204_100826_beam1_az001.mat,20260204_100826_beam1_az001,,20260204_100826,6de1966d6de235b24685ba10112b5e5747ac99b73f0f8664f5a6365fc8d5d2ef,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,779,val,20260204_100826_beam1_az010,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az010.mat,,20260204_100826,0,20260204_100826_beam1_az010,20260204_100826,20260204_100826_beam1_az010.mat,20260204_100826_beam1_az010,,20260204_100826,6112f4b700e0850d48b669cf8865943bdb66d7fb0521d657a28e86272ecc1ea0,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,780,val,20260204_100826_beam1_az019,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az019.mat,,20260204_100826,0,20260204_100826_beam1_az019,20260204_100826,20260204_100826_beam1_az019.mat,20260204_100826_beam1_az019,,20260204_100826,4b26f63358453f94a963e51ee70aba4e349def461a5e249a97880066532f4748,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,781,val,20260204_100826_beam1_az028,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100826_beam1_az028.mat,,20260204_100826,0,20260204_100826_beam1_az028,20260204_100826,20260204_100826_beam1_az028.mat,20260204_100826_beam1_az028,,20260204_100826,bae5e44a0ef80d676e258c6ee596130d7cc84cad133c3eb9eae123176917d9b2,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,782,val,20260204_100826_beam1_az037,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az037.mat,,20260204_100826,0,20260204_100826_beam1_az037,20260204_100826,20260204_100826_beam1_az037.mat,20260204_100826_beam1_az037,,20260204_100826,64347a4ab36c3096c0831c2afcfc37661c291ef1d9b6767bf3098d87b552c9f9,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,783,val,20260204_100826_beam1_az046,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam1_az046.mat,,20260204_100826,0,20260204_100826_beam1_az046,20260204_100826,20260204_100826_beam1_az046.mat,20260204_100826_beam1_az046,,20260204_100826,26911db9cbedf561fd8a762c4916542b44703c4485165d77b51a4ee5d8fc5ea8,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,784,val,20260204_100826_beam1_az055,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az055.mat,,20260204_100826,0,20260204_100826_beam1_az055,20260204_100826,20260204_100826_beam1_az055.mat,20260204_100826_beam1_az055,,20260204_100826,bb3e1f4471c18fdd1abc4b94ea686f6dfe66f7e85e150984c3bb63a9a1a6c130,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,785,val,20260204_100826_beam1_az064,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az064.mat,,20260204_100826,0,20260204_100826_beam1_az064,20260204_100826,20260204_100826_beam1_az064.mat,20260204_100826_beam1_az064,,20260204_100826,e0280de65bb0552f61b0f0cac2933303fd0351731ec78b3930d7aa5fd0885827,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,786,val,20260204_100826_beam1_az073,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az073.mat,,20260204_100826,0,20260204_100826_beam1_az073,20260204_100826,20260204_100826_beam1_az073.mat,20260204_100826_beam1_az073,,20260204_100826,e1d72cc6d06c2673c75670d8aa29c187ce7ada8950597af8933c89e69ff4aee5,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,787,val,20260204_100826_beam1_az082,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az082.mat,,20260204_100826,0,20260204_100826_beam1_az082,20260204_100826,20260204_100826_beam1_az082.mat,20260204_100826_beam1_az082,,20260204_100826,46833f89a332bb7e4d6bd1f0eac3b98ec6fb08d600c00fc0fbbddbffbdb1f84f,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,788,val,20260204_100826_beam1_az091,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az091.mat,,20260204_100826,0,20260204_100826_beam1_az091,20260204_100826,20260204_100826_beam1_az091.mat,20260204_100826_beam1_az091,,20260204_100826,3138dccfcd990e3f99baf8224aaed5548b1fcd2511c843ecf03ef2a7ddc2c68e,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,789,val,20260204_100826_beam1_az100,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az100.mat,,20260204_100826,0,20260204_100826_beam1_az100,20260204_100826,20260204_100826_beam1_az100.mat,20260204_100826_beam1_az100,,20260204_100826,770005290861b69685bf2326eb491fc78c635f3db27d0f344ea9ec02b6cb99ea,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,790,val,20260204_100826_beam1_az109,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az109.mat,,20260204_100826,0,20260204_100826_beam1_az109,20260204_100826,20260204_100826_beam1_az109.mat,20260204_100826_beam1_az109,,20260204_100826,99880d9e0fef2d70acdd7c0b625b719342ed80470b9b4247d3dbcebc244b8038,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,791,val,20260204_100826_beam1_az118,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az118.mat,,20260204_100826,0,20260204_100826_beam1_az118,20260204_100826,20260204_100826_beam1_az118.mat,20260204_100826_beam1_az118,,20260204_100826,d65b2892f409f2ed042782e4eef0e9b18cbccd94ff35c376b1f3b7e56b6e61d4,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,792,val,20260204_100826_beam1_az127,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam1_az127.mat,,20260204_100826,0,20260204_100826_beam1_az127,20260204_100826,20260204_100826_beam1_az127.mat,20260204_100826_beam1_az127,,20260204_100826,3bf26ff74bf6f9a49d52f2f3649f7a8d20cfdf1ce1ad12b731900f8122f2a2f5,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,793,val,20260204_100826_beam1_az136,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az136.mat,,20260204_100826,0,20260204_100826_beam1_az136,20260204_100826,20260204_100826_beam1_az136.mat,20260204_100826_beam1_az136,,20260204_100826,972326ce091018e1f3422246f563696732648dd85431ce4434bfdb13dd1a5f7d,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,794,val,20260204_100826_beam1_az145,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az145.mat,,20260204_100826,0,20260204_100826_beam1_az145,20260204_100826,20260204_100826_beam1_az145.mat,20260204_100826_beam1_az145,,20260204_100826,59cb7048e0a970fa1e9c92506284c5acd0ddec74750b140d245d13744dc5fad9,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,795,val,20260204_100826_beam1_az154,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az154.mat,,20260204_100826,0,20260204_100826_beam1_az154,20260204_100826,20260204_100826_beam1_az154.mat,20260204_100826_beam1_az154,,20260204_100826,9568854aa4cd95a1f5ccb2ab002f31d540d7603ce5d2afbbd09c7ca3529d4e03,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,796,val,20260204_100826_beam1_az163,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az163.mat,,20260204_100826,0,20260204_100826_beam1_az163,20260204_100826,20260204_100826_beam1_az163.mat,20260204_100826_beam1_az163,,20260204_100826,cacaffe475867e5ac62e6122159f90373c9717afe4a8d026790edd241f462b84,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,797,val,20260204_100826_beam1_az172,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100826_beam1_az172.mat,,20260204_100826,0,20260204_100826_beam1_az172,20260204_100826,20260204_100826_beam1_az172.mat,20260204_100826_beam1_az172,,20260204_100826,3417775394867e11b9200f52714a8f4105984beb2e356c5d8d543f3a62f038ef,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,798,val,20260204_100826_beam1_az181,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az181.mat,,20260204_100826,0,20260204_100826_beam1_az181,20260204_100826,20260204_100826_beam1_az181.mat,20260204_100826_beam1_az181,,20260204_100826,b97ab7951a7062a3536a6b53fe7978d984d8ee060e64b8b6db631b1c254c5550,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,799,val,20260204_100826_beam1_az190,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100826_beam1_az190.mat,,20260204_100826,0,20260204_100826_beam1_az190,20260204_100826,20260204_100826_beam1_az190.mat,20260204_100826_beam1_az190,,20260204_100826,4e7b34c3e8cab7f155bbd69e988f17ad45b6f15f3d9067be45fe30cf9b9170b8,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,800,val,20260204_100826_beam1_az199,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam1_az199.mat,,20260204_100826,0,20260204_100826_beam1_az199,20260204_100826,20260204_100826_beam1_az199.mat,20260204_100826_beam1_az199,,20260204_100826,258b2f7b1bec530989443dae77da1fbd82acd6b9299a92fa28a9a3f67ceb09ba,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,801,val,20260204_100826_beam2_az001,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam2_az001.mat,,20260204_100826,0,20260204_100826_beam2_az001,20260204_100826,20260204_100826_beam2_az001.mat,20260204_100826_beam2_az001,,20260204_100826,38dbca2c554298d9370ef8203f4929cacb93f672db490d0934a21e468ea256ac,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,802,val,20260204_100826_beam2_az010,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az010.mat,,20260204_100826,0,20260204_100826_beam2_az010,20260204_100826,20260204_100826_beam2_az010.mat,20260204_100826_beam2_az010,,20260204_100826,44701ce96dfa39cc9ddd315c73f0356475d2cc7d8c7c149274639383f71855ad,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,803,val,20260204_100826_beam2_az019,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az019.mat,,20260204_100826,0,20260204_100826_beam2_az019,20260204_100826,20260204_100826_beam2_az019.mat,20260204_100826_beam2_az019,,20260204_100826,24d12aa0fbc4c3a28026b9c146ef4bc2dd017a777d49adbcbd8576020c3002c7,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,804,val,20260204_100826_beam2_az028,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az028.mat,,20260204_100826,0,20260204_100826_beam2_az028,20260204_100826,20260204_100826_beam2_az028.mat,20260204_100826_beam2_az028,,20260204_100826,8df915692859008d348c3f9ec6a25d08e0bec07651b7e43d666239e4e31de879,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,805,val,20260204_100826_beam2_az037,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az037.mat,,20260204_100826,0,20260204_100826_beam2_az037,20260204_100826,20260204_100826_beam2_az037.mat,20260204_100826_beam2_az037,,20260204_100826,5a701371b73ca4490aa4a3be05c43b32c41fbce5e57e1bd090d0b967ed1db8cd,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,806,val,20260204_100826_beam2_az046,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az046.mat,,20260204_100826,0,20260204_100826_beam2_az046,20260204_100826,20260204_100826_beam2_az046.mat,20260204_100826_beam2_az046,,20260204_100826,8af83b1cd37fb1fa0a25cb188725c5df36f5c2150d1dc6bc0ea30a1e3adbd874,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,807,val,20260204_100826_beam2_az055,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az055.mat,,20260204_100826,0,20260204_100826_beam2_az055,20260204_100826,20260204_100826_beam2_az055.mat,20260204_100826_beam2_az055,,20260204_100826,6e65758d8a043c1f23d787eb6bdab071668b6a43e08cf1cb32c7e0d8cda99f66,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,808,val,20260204_100826_beam2_az064,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az064.mat,,20260204_100826,0,20260204_100826_beam2_az064,20260204_100826,20260204_100826_beam2_az064.mat,20260204_100826_beam2_az064,,20260204_100826,581b4d4bd6b71e8a8a9220cadfc69e662d93b90052ca2b8985c444f3b3fc3966,
2,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_02_manifest.csv,809,val,20260204_100826_beam2_az073,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam2_az073.mat,,20260204_100826,0,20260204_100826_beam2_az073,20260204_100826,20260204_100826_beam2_az073.mat,20260204_100826_beam2_az073,,20260204_100826,ad2d93e6e9a7602f2193e4312d2fe1d90e734185fadf67325d43c4cceea5505e,
