sample_id,session_id,timestamp,mat_path,label_path,target_present,target_class,payload_present,payload_mass_g,payload_state,distance_m,velocity_mps,azimuth_deg,beam_layer,range_index_0,range_gate_1,velocity_index_0,doppler_bin,split
20260202_144727_beam1,20260202_144727,20260202_144727,data/raw/IQ_Data/20260202_144727_beam1.mat,data/raw/Labels/20260202_144727_beam1.txt,1,uav,unknown,,unknown,2160.0,-1.46,311.14,1,71,72,72,8,
20260202_144727_beam2,20260202_144727,20260202_144727,data/raw/IQ_Data/20260202_144727_beam2.mat,data/raw/Labels/20260202_144727_beam2.txt,1,uav,unknown,,unknown,2190.0,-1.46,310.14,2,72,73,72,8,
20260202_144727_beam3,20260202_144727,20260202_144727,data/raw/IQ_Data/20260202_144727_beam3.mat,data/raw/Labels/20260202_144727_beam3.txt,1,uav,unknown,,unknown,2220.0,-1.46,310.14,3,73,74,72,8,
20260202_144727_beam4,20260202_144727,20260202_144727,data/raw/IQ_Data/20260202_144727_beam4.mat,data/raw/Labels/20260202_144727_beam4.txt,1,uav,unknown,,unknown,2190.0,-1.46,310.14,4,72,73,72,8,
20260202_144735_beam1,20260202_144735,20260202_144735,data/raw/IQ_Data/20260202_144735_beam1.mat,data/raw/Labels/20260202_144735_beam1.txt,1,uav,unknown,,unknown,2160.0,-2.38,311.85,1,71,72,77,13,
20260202_144735_beam2,20260202_144735,20260202_144735,data/raw/IQ_Data/20260202_144735_beam2.mat,data/raw/Labels/20260202_144735_beam2.txt,1,uav,unknown,,unknown,2190.0,-2.38,310.85,2,72,73,77,13,
20260202_144735_beam3,20260202_144735,20260202_144735,data/raw/IQ_Data/20260202_144735_beam3.mat,data/raw/Labels/20260202_144735_beam3.txt,1,uav,unknown,,unknown,2190.0,-2.38,311.85,3,72,73,77,13,
20260202_144735_beam4,20260202_144735,20260202_144735,data/raw/IQ_Data/20260202_144735_beam4.mat,data/raw/Labels/20260202_144735_beam4.txt,1,uav,unknown,,unknown,2190.0,-2.38,311.85,4,72,73,77,13,
20260202_144751_beam1,20260202_144751,20260202_144751,data/raw/IQ_Data/20260202_144751_beam1.mat,data/raw/Labels/20260202_144751_beam1.txt,1,uav,unknown,,unknown,2160.0,-4.75,312.01,1,71,72,90,26,
20260202_144751_beam2,20260202_144751,20260202_144751,data/raw/IQ_Data/20260202_144751_beam2.mat,data/raw/Labels/20260202_144751_beam2.txt,1,uav,unknown,,unknown,2160.0,-4.75,312.01,2,71,72,90,26,
20260202_144751_beam3,20260202_144751,20260202_144751,data/raw/IQ_Data/20260202_144751_beam3.mat,data/raw/Labels/20260202_144751_beam3.txt,1,uav,unknown,,unknown,2160.0,-4.75,312.01,3,71,72,90,26,
20260202_144751_beam4,20260202_144751,20260202_144751,data/raw/IQ_Data/20260202_144751_beam4.mat,data/raw/Labels/20260202_144751_beam4.txt,1,uav,unknown,,unknown,2160.0,-4.75,312.01,4,71,72,90,26,
20260202_144751_beam5,20260202_144751,20260202_144751,data/raw/IQ_Data/20260202_144751_beam5.mat,data/raw/Labels/20260202_144751_beam5.txt,1,uav,unknown,,unknown,2160.0,-4.75,312.01,5,71,72,90,26,
20260202_144800_beam1,20260202_144800,20260202_144800,data/raw/IQ_Data/20260202_144800_beam1.mat,data/raw/Labels/20260202_144800_beam1.txt,1,uav,unknown,,unknown,2100.0,-5.48,311.28,1,69,70,94,30,
20260202_144800_beam2,20260202_144800,20260202_144800,data/raw/IQ_Data/20260202_144800_beam2.mat,data/raw/Labels/20260202_144800_beam2.txt,1,uav,unknown,,unknown,2100.0,-5.48,311.28,2,69,70,94,30,
20260202_144800_beam3,20260202_144800,20260202_144800,data/raw/IQ_Data/20260202_144800_beam3.mat,data/raw/Labels/20260202_144800_beam3.txt,1,uav,unknown,,unknown,2100.0,-5.48,311.28,3,69,70,94,30,
20260202_144800_beam4,20260202_144800,20260202_144800,data/raw/IQ_Data/20260202_144800_beam4.mat,data/raw/Labels/20260202_144800_beam4.txt,1,uav,unknown,,unknown,2100.0,-5.48,310.26,4,69,70,94,30,
20260202_144808_beam1,20260202_144808,20260202_144808,data/raw/IQ_Data/20260202_144808_beam1.mat,data/raw/Labels/20260202_144808_beam1.txt,1,uav,unknown,,unknown,2040.0,-5.48,310.72,1,67,68,94,30,
20260202_144808_beam2,20260202_144808,20260202_144808,data/raw/IQ_Data/20260202_144808_beam2.mat,data/raw/Labels/20260202_144808_beam2.txt,1,uav,unknown,,unknown,2040.0,-5.66,310.72,2,67,68,95,31,
20260202_144808_beam3,20260202_144808,20260202_144808,data/raw/IQ_Data/20260202_144808_beam3.mat,data/raw/Labels/20260202_144808_beam3.txt,1,uav,unknown,,unknown,2040.0,-5.66,310.72,3,67,68,95,31,
20260202_144808_beam4,20260202_144808,20260202_144808,data/raw/IQ_Data/20260202_144808_beam4.mat,data/raw/Labels/20260202_144808_beam4.txt,1,uav,unknown,,unknown,2070.0,-5.66,310.72,4,68,69,95,31,
20260202_144816_beam1,20260202_144816,20260202_144816,data/raw/IQ_Data/20260202_144816_beam1.mat,data/raw/Labels/20260202_144816_beam1.txt,1,uav,unknown,,unknown,2040.0,2.56,311.14,1,67,68,50,-14,
20260202_144816_beam2,20260202_144816,20260202_144816,data/raw/IQ_Data/20260202_144816_beam2.mat,data/raw/Labels/20260202_144816_beam2.txt,1,uav,unknown,,unknown,2010.0,2.56,310.14,2,66,67,50,-14,
20260202_144816_beam3,20260202_144816,20260202_144816,data/raw/IQ_Data/20260202_144816_beam3.mat,data/raw/Labels/20260202_144816_beam3.txt,1,uav,unknown,,unknown,2040.0,2.56,311.14,3,67,68,50,-14,
20260202_144816_beam4,20260202_144816,20260202_144816,data/raw/IQ_Data/20260202_144816_beam4.mat,data/raw/Labels/20260202_144816_beam4.txt,1,uav,unknown,,unknown,2010.0,2.56,311.14,4,66,67,50,-14,
20260202_144816_beam5,20260202_144816,20260202_144816,data/raw/IQ_Data/20260202_144816_beam5.mat,data/raw/Labels/20260202_144816_beam5.txt,1,uav,unknown,,unknown,2010.0,2.56,311.14,5,66,67,50,-14,
20260202_144825_beam1,20260202_144825,20260202_144825,data/raw/IQ_Data/20260202_144825_beam1.mat,data/raw/Labels/20260202_144825_beam1.txt,1,uav,unknown,,unknown,2070.0,5.3,311.13,1,68,69,35,-29,
20260202_144825_beam2,20260202_144825,20260202_144825,data/raw/IQ_Data/20260202_144825_beam2.mat,data/raw/Labels/20260202_144825_beam2.txt,1,uav,unknown,,unknown,2070.0,5.3,311.13,2,68,69,35,-29,
20260202_144825_beam3,20260202_144825,20260202_144825,data/raw/IQ_Data/20260202_144825_beam3.mat,data/raw/Labels/20260202_144825_beam3.txt,1,uav,unknown,,unknown,2040.0,5.12,311.13,3,67,68,36,-28,
20260202_144825_beam4,20260202_144825,20260202_144825,data/raw/IQ_Data/20260202_144825_beam4.mat,data/raw/Labels/20260202_144825_beam4.txt,1,uav,unknown,,unknown,2070.0,5.3,310.14,4,68,69,35,-29,
20260202_144825_beam5,20260202_144825,20260202_144825,data/raw/IQ_Data/20260202_144825_beam5.mat,data/raw/Labels/20260202_144825_beam5.txt,1,uav,unknown,,unknown,2040.0,5.3,310.14,5,67,68,35,-29,
20260202_144833_beam1,20260202_144833,20260202_144833,data/raw/IQ_Data/20260202_144833_beam1.mat,data/raw/Labels/20260202_144833_beam1.txt,1,uav,unknown,,unknown,2100.0,5.48,310.72,1,69,70,34,-30,
20260202_144833_beam2,20260202_144833,20260202_144833,data/raw/IQ_Data/20260202_144833_beam2.mat,data/raw/Labels/20260202_144833_beam2.txt,1,uav,unknown,,unknown,2100.0,5.48,309.73,2,69,70,34,-30,
20260202_144833_beam3,20260202_144833,20260202_144833,data/raw/IQ_Data/20260202_144833_beam3.mat,data/raw/Labels/20260202_144833_beam3.txt,1,uav,unknown,,unknown,2100.0,5.48,309.73,3,69,70,34,-30,
20260202_144833_beam4,20260202_144833,20260202_144833,data/raw/IQ_Data/20260202_144833_beam4.mat,data/raw/Labels/20260202_144833_beam4.txt,1,uav,unknown,,unknown,2100.0,5.48,309.73,4,69,70,34,-30,
20260202_144833_beam5,20260202_144833,20260202_144833,data/raw/IQ_Data/20260202_144833_beam5.mat,data/raw/Labels/20260202_144833_beam5.txt,1,uav,unknown,,unknown,2100.0,5.48,310.72,5,69,70,34,-30,
20260202_144841_beam1,20260202_144841,20260202_144841,data/raw/IQ_Data/20260202_144841_beam1.mat,data/raw/Labels/20260202_144841_beam1.txt,1,uav,unknown,,unknown,2160.0,5.3,311.27,1,71,72,35,-29,
20260202_144841_beam2,20260202_144841,20260202_144841,data/raw/IQ_Data/20260202_144841_beam2.mat,data/raw/Labels/20260202_144841_beam2.txt,1,uav,unknown,,unknown,2160.0,5.12,310.26,2,71,72,36,-28,
20260202_144841_beam3,20260202_144841,20260202_144841,data/raw/IQ_Data/20260202_144841_beam3.mat,data/raw/Labels/20260202_144841_beam3.txt,1,uav,unknown,,unknown,2130.0,5.3,310.26,3,70,71,35,-29,
20260202_144841_beam4,20260202_144841,20260202_144841,data/raw/IQ_Data/20260202_144841_beam4.mat,data/raw/Labels/20260202_144841_beam4.txt,1,uav,unknown,,unknown,2130.0,5.12,310.26,4,70,71,36,-28,
20260202_144849_beam1,20260202_144849,20260202_144849,data/raw/IQ_Data/20260202_144849_beam1.mat,data/raw/Labels/20260202_144849_beam1.txt,1,uav,unknown,,unknown,2190.0,5.12,310.6,1,72,73,36,-28,
20260202_144849_beam2,20260202_144849,20260202_144849,data/raw/IQ_Data/20260202_144849_beam2.mat,data/raw/Labels/20260202_144849_beam2.txt,1,uav,unknown,,unknown,2190.0,5.12,310.6,2,72,73,36,-28,
20260202_144849_beam3,20260202_144849,20260202_144849,data/raw/IQ_Data/20260202_144849_beam3.mat,data/raw/Labels/20260202_144849_beam3.txt,1,uav,unknown,,unknown,2190.0,5.12,310.6,3,72,73,36,-28,
20260202_144849_beam4,20260202_144849,20260202_144849,data/raw/IQ_Data/20260202_144849_beam4.mat,data/raw/Labels/20260202_144849_beam4.txt,1,uav,unknown,,unknown,2220.0,5.12,310.6,4,73,74,36,-28,
20260202_144857_beam1,20260202_144857,20260202_144857,data/raw/IQ_Data/20260202_144857_beam1.mat,data/raw/Labels/20260202_144857_beam1.txt,1,uav,unknown,,unknown,2220.0,-3.11,310.39,1,73,74,81,17,
20260202_144857_beam2,20260202_144857,20260202_144857,data/raw/IQ_Data/20260202_144857_beam2.mat,data/raw/Labels/20260202_144857_beam2.txt,1,uav,unknown,,unknown,2190.0,-3.11,310.39,2,72,73,81,17,
20260202_144857_beam3,20260202_144857,20260202_144857,data/raw/IQ_Data/20260202_144857_beam3.mat,data/raw/Labels/20260202_144857_beam3.txt,1,uav,unknown,,unknown,2220.0,-3.11,310.39,3,73,74,81,17,
20260202_144857_beam4,20260202_144857,20260202_144857,data/raw/IQ_Data/20260202_144857_beam4.mat,data/raw/Labels/20260202_144857_beam4.txt,1,uav,unknown,,unknown,2190.0,-3.11,310.39,4,72,73,81,17,
20260202_144906_beam1,20260202_144906,20260202_144906,data/raw/IQ_Data/20260202_144906_beam1.mat,data/raw/Labels/20260202_144906_beam1.txt,1,uav,unknown,,unknown,2130.0,-5.66,310.47,1,70,71,95,31,
20260202_144906_beam2,20260202_144906,20260202_144906,data/raw/IQ_Data/20260202_144906_beam2.mat,data/raw/Labels/20260202_144906_beam2.txt,1,uav,unknown,,unknown,2130.0,-5.66,310.47,2,70,71,95,31,
20260202_144906_beam3,20260202_144906,20260202_144906,data/raw/IQ_Data/20260202_144906_beam3.mat,data/raw/Labels/20260202_144906_beam3.txt,1,uav,unknown,,unknown,2130.0,-5.66,310.47,3,70,71,95,31,
20260202_144906_beam4,20260202_144906,20260202_144906,data/raw/IQ_Data/20260202_144906_beam4.mat,data/raw/Labels/20260202_144906_beam4.txt,1,uav,unknown,,unknown,2130.0,-5.66,310.47,4,70,71,95,31,
20260202_144914_beam1,20260202_144914,20260202_144914,data/raw/IQ_Data/20260202_144914_beam1.mat,data/raw/Labels/20260202_144914_beam1.txt,1,uav,unknown,,unknown,2130.0,-5.85,310.21,1,70,71,96,32,
20260202_144914_beam2,20260202_144914,20260202_144914,data/raw/IQ_Data/20260202_144914_beam2.mat,data/raw/Labels/20260202_144914_beam2.txt,1,uav,unknown,,unknown,2100.0,-5.85,310.21,2,69,70,96,32,
20260202_144914_beam3,20260202_144914,20260202_144914,data/raw/IQ_Data/20260202_144914_beam3.mat,data/raw/Labels/20260202_144914_beam3.txt,1,uav,unknown,,unknown,2100.0,-5.85,310.21,3,69,70,96,32,
20260202_144914_beam4,20260202_144914,20260202_144914,data/raw/IQ_Data/20260202_144914_beam4.mat,data/raw/Labels/20260202_144914_beam4.txt,1,uav,unknown,,unknown,2130.0,-5.85,311.19,4,70,71,96,32,
20260202_144922_beam1,20260202_144922,20260202_144922,data/raw/IQ_Data/20260202_144922_beam1.mat,data/raw/Labels/20260202_144922_beam1.txt,1,uav,unknown,,unknown,2040.0,-4.75,311.42,1,67,68,90,26,
20260202_144922_beam2,20260202_144922,20260202_144922,data/raw/IQ_Data/20260202_144922_beam2.mat,data/raw/Labels/20260202_144922_beam2.txt,1,uav,unknown,,unknown,2070.0,-4.57,310.42,2,68,69,89,25,
20260202_144922_beam3,20260202_144922,20260202_144922,data/raw/IQ_Data/20260202_144922_beam3.mat,data/raw/Labels/20260202_144922_beam3.txt,1,uav,unknown,,unknown,2070.0,-4.75,310.42,3,68,69,90,26,
20260202_144922_beam4,20260202_144922,20260202_144922,data/raw/IQ_Data/20260202_144922_beam4.mat,data/raw/Labels/20260202_144922_beam4.txt,1,uav,unknown,,unknown,2070.0,-4.75,310.42,4,68,69,90,26,
20260202_144922_beam5,20260202_144922,20260202_144922,data/raw/IQ_Data/20260202_144922_beam5.mat,data/raw/Labels/20260202_144922_beam5.txt,1,uav,unknown,,unknown,2070.0,-4.57,310.42,5,68,69,89,25,
20260202_144931_beam1,20260202_144931,20260202_144931,data/raw/IQ_Data/20260202_144931_beam1.mat,data/raw/Labels/20260202_144931_beam1.txt,1,uav,unknown,,unknown,2040.0,-4.75,311.92,1,67,68,90,26,
20260202_144931_beam2,20260202_144931,20260202_144931,data/raw/IQ_Data/20260202_144931_beam2.mat,data/raw/Labels/20260202_144931_beam2.txt,1,uav,unknown,,unknown,2040.0,-4.75,311.92,2,67,68,90,26,
20260202_144931_beam3,20260202_144931,20260202_144931,data/raw/IQ_Data/20260202_144931_beam3.mat,data/raw/Labels/20260202_144931_beam3.txt,1,uav,unknown,,unknown,2010.0,-4.75,310.94,3,66,67,90,26,
20260202_144931_beam4,20260202_144931,20260202_144931,data/raw/IQ_Data/20260202_144931_beam4.mat,data/raw/Labels/20260202_144931_beam4.txt,1,uav,unknown,,unknown,2040.0,-4.75,311.92,4,67,68,90,26,
20260202_144939_beam1,20260202_144939,20260202_144939,data/raw/IQ_Data/20260202_144939_beam1.mat,data/raw/Labels/20260202_144939_beam1.txt,1,uav,unknown,,unknown,2010.0,3.11,311.75,1,66,67,47,-17,
20260202_144939_beam2,20260202_144939,20260202_144939,data/raw/IQ_Data/20260202_144939_beam2.mat,data/raw/Labels/20260202_144939_beam2.txt,1,uav,unknown,,unknown,2010.0,3.11,311.75,2,66,67,47,-17,
20260202_144939_beam3,20260202_144939,20260202_144939,data/raw/IQ_Data/20260202_144939_beam3.mat,data/raw/Labels/20260202_144939_beam3.txt,1,uav,unknown,,unknown,2010.0,3.11,311.75,3,66,67,47,-17,
20260202_144939_beam4,20260202_144939,20260202_144939,data/raw/IQ_Data/20260202_144939_beam4.mat,data/raw/Labels/20260202_144939_beam4.txt,1,uav,unknown,,unknown,1980.0,3.11,311.75,4,65,66,47,-17,
20260202_144939_beam5,20260202_144939,20260202_144939,data/raw/IQ_Data/20260202_144939_beam5.mat,data/raw/Labels/20260202_144939_beam5.txt,1,uav,unknown,,unknown,1980.0,3.11,311.75,5,65,66,47,-17,
20260202_144947_beam1,20260202_144947,20260202_144947,data/raw/IQ_Data/20260202_144947_beam1.mat,data/raw/Labels/20260202_144947_beam1.txt,1,uav,unknown,,unknown,2040.0,5.85,311.78,1,67,68,32,-32,
20260202_144947_beam2,20260202_144947,20260202_144947,data/raw/IQ_Data/20260202_144947_beam2.mat,data/raw/Labels/20260202_144947_beam2.txt,1,uav,unknown,,unknown,2010.0,5.85,310.77,2,66,67,32,-32,
20260202_144947_beam3,20260202_144947,20260202_144947,data/raw/IQ_Data/20260202_144947_beam3.mat,data/raw/Labels/20260202_144947_beam3.txt,1,uav,unknown,,unknown,2040.0,5.85,311.78,3,67,68,32,-32,
20260202_144947_beam4,20260202_144947,20260202_144947,data/raw/IQ_Data/20260202_144947_beam4.mat,data/raw/Labels/20260202_144947_beam4.txt,1,uav,unknown,,unknown,2040.0,5.85,311.78,4,67,68,32,-32,
20260202_144947_beam5,20260202_144947,20260202_144947,data/raw/IQ_Data/20260202_144947_beam5.mat,data/raw/Labels/20260202_144947_beam5.txt,1,uav,unknown,,unknown,2010.0,5.85,311.78,5,66,67,32,-32,
20260202_144955_beam1,20260202_144955,20260202_144955,data/raw/IQ_Data/20260202_144955_beam1.mat,data/raw/Labels/20260202_144955_beam1.txt,1,uav,unknown,,unknown,2070.0,5.85,312.18,1,68,69,32,-32,
20260202_144955_beam2,20260202_144955,20260202_144955,data/raw/IQ_Data/20260202_144955_beam2.mat,data/raw/Labels/20260202_144955_beam2.txt,1,uav,unknown,,unknown,2070.0,6.03,312.18,2,68,69,31,-33,
20260202_144955_beam3,20260202_144955,20260202_144955,data/raw/IQ_Data/20260202_144955_beam3.mat,data/raw/Labels/20260202_144955_beam3.txt,1,uav,unknown,,unknown,2070.0,5.85,311.2,3,68,69,32,-32,
20260202_144955_beam4,20260202_144955,20260202_144955,data/raw/IQ_Data/20260202_144955_beam4.mat,data/raw/Labels/20260202_144955_beam4.txt,1,uav,unknown,,unknown,2070.0,5.85,311.2,4,68,69,32,-32,
20260202_144955_beam5,20260202_144955,20260202_144955,data/raw/IQ_Data/20260202_144955_beam5.mat,data/raw/Labels/20260202_144955_beam5.txt,1,uav,unknown,,unknown,2100.0,5.85,312.18,5,69,70,32,-32,
20260202_145004_beam1,20260202_145004,20260202_145004,data/raw/IQ_Data/20260202_145004_beam1.mat,data/raw/Labels/20260202_145004_beam1.txt,1,uav,unknown,,unknown,2130.0,5.3,312.92,1,70,71,35,-29,
20260202_145004_beam2,20260202_145004,20260202_145004,data/raw/IQ_Data/20260202_145004_beam2.mat,data/raw/Labels/20260202_145004_beam2.txt,1,uav,unknown,,unknown,2130.0,5.3,311.9,2,70,71,35,-29,
20260202_145004_beam3,20260202_145004,20260202_145004,data/raw/IQ_Data/20260202_145004_beam3.mat,data/raw/Labels/20260202_145004_beam3.txt,1,uav,unknown,,unknown,2130.0,5.3,311.9,3,70,71,35,-29,
20260202_145004_beam4,20260202_145004,20260202_145004,data/raw/IQ_Data/20260202_145004_beam4.mat,data/raw/Labels/20260202_145004_beam4.txt,1,uav,unknown,,unknown,2130.0,5.3,312.92,4,70,71,35,-29,
20260202_145012_beam1,20260202_145012,20260202_145012,data/raw/IQ_Data/20260202_145012_beam1.mat,data/raw/Labels/20260202_145012_beam1.txt,1,uav,unknown,,unknown,2190.0,5.12,311.05,1,72,73,36,-28,
20260202_145012_beam2,20260202_145012,20260202_145012,data/raw/IQ_Data/20260202_145012_beam2.mat,data/raw/Labels/20260202_145012_beam2.txt,1,uav,unknown,,unknown,2160.0,5.12,311.05,2,71,72,36,-28,
20260202_145012_beam3,20260202_145012,20260202_145012,data/raw/IQ_Data/20260202_145012_beam3.mat,data/raw/Labels/20260202_145012_beam3.txt,1,uav,unknown,,unknown,2160.0,5.12,311.05,3,71,72,36,-28,
20260202_145012_beam4,20260202_145012,20260202_145012,data/raw/IQ_Data/20260202_145012_beam4.mat,data/raw/Labels/20260202_145012_beam4.txt,1,uav,unknown,,unknown,2160.0,5.12,311.05,4,71,72,36,-28,
20260202_145020_beam1,20260202_145020,20260202_145020,data/raw/IQ_Data/20260202_145020_beam1.mat,data/raw/Labels/20260202_145020_beam1.txt,1,uav,unknown,,unknown,2220.0,2.56,311.05,1,73,74,50,-14,
20260202_145020_beam2,20260202_145020,20260202_145020,data/raw/IQ_Data/20260202_145020_beam2.mat,data/raw/Labels/20260202_145020_beam2.txt,1,uav,unknown,,unknown,2220.0,2.56,311.05,2,73,74,50,-14,
20260202_145020_beam3,20260202_145020,20260202_145020,data/raw/IQ_Data/20260202_145020_beam3.mat,data/raw/Labels/20260202_145020_beam3.txt,1,uav,unknown,,unknown,2220.0,2.56,311.05,3,73,74,50,-14,
20260202_145020_beam4,20260202_145020,20260202_145020,data/raw/IQ_Data/20260202_145020_beam4.mat,data/raw/Labels/20260202_145020_beam4.txt,1,uav,unknown,,unknown,2190.0,2.56,311.05,4,72,73,50,-14,
20260202_145028_beam1,20260202_145028,20260202_145028,data/raw/IQ_Data/20260202_145028_beam1.mat,data/raw/Labels/20260202_145028_beam1.txt,1,uav,unknown,,unknown,2250.0,2.56,309.67,1,74,75,50,-14,
20260202_145028_beam2,20260202_145028,20260202_145028,data/raw/IQ_Data/20260202_145028_beam2.mat,data/raw/Labels/20260202_145028_beam2.txt,1,uav,unknown,,unknown,2220.0,2.56,309.67,2,73,74,50,-14,
20260202_145028_beam3,20260202_145028,20260202_145028,data/raw/IQ_Data/20260202_145028_beam3.mat,data/raw/Labels/20260202_145028_beam3.txt,1,uav,unknown,,unknown,2250.0,2.56,309.67,3,74,75,50,-14,
20260202_145037_beam1,20260202_145037,20260202_145037,data/raw/IQ_Data/20260202_145037_beam1.mat,data/raw/Labels/20260202_145037_beam1.txt,1,uav,unknown,,unknown,2250.0,2.74,311.33,1,74,75,49,-15,
20260202_145037_beam2,20260202_145037,20260202_145037,data/raw/IQ_Data/20260202_145037_beam2.mat,data/raw/Labels/20260202_145037_beam2.txt,1,uav,unknown,,unknown,2220.0,2.74,310.34,2,73,74,49,-15,
20260202_145037_beam3,20260202_145037,20260202_145037,data/raw/IQ_Data/20260202_145037_beam3.mat,data/raw/Labels/20260202_145037_beam3.txt,1,uav,unknown,,unknown,2220.0,2.74,311.33,3,73,74,49,-15,
20260202_145045_beam1,20260202_145045,20260202_145045,data/raw/IQ_Data/20260202_145045_beam1.mat,data/raw/Labels/20260202_145045_beam1.txt,1,uav,unknown,,unknown,2220.0,-3.84,311.26,1,73,74,85,21,
20260202_145045_beam2,20260202_145045,20260202_145045,data/raw/IQ_Data/20260202_145045_beam2.mat,data/raw/Labels/20260202_145045_beam2.txt,1,uav,unknown,,unknown,2250.0,-4.02,310.24,2,74,75,86,22,
20260202_145045_beam3,20260202_145045,20260202_145045,data/raw/IQ_Data/20260202_145045_beam3.mat,data/raw/Labels/20260202_145045_beam3.txt,1,uav,unknown,,unknown,2250.0,-3.84,311.26,3,74,75,85,21,
20260202_145045_beam4,20260202_145045,20260202_145045,data/raw/IQ_Data/20260202_145045_beam4.mat,data/raw/Labels/20260202_145045_beam4.txt,1,uav,unknown,,unknown,2250.0,-4.02,311.26,4,74,75,86,22,
20260202_145053_beam1,20260202_145053,20260202_145053,data/raw/IQ_Data/20260202_145053_beam1.mat,data/raw/Labels/20260202_145053_beam1.txt,1,uav,unknown,,unknown,2220.0,-3.65,310.74,1,73,74,84,20,
20260202_145053_beam2,20260202_145053,20260202_145053,data/raw/IQ_Data/20260202_145053_beam2.mat,data/raw/Labels/20260202_145053_beam2.txt,1,uav,unknown,,unknown,2220.0,-3.65,310.74,2,73,74,84,20,
20260202_145053_beam3,20260202_145053,20260202_145053,data/raw/IQ_Data/20260202_145053_beam3.mat,data/raw/Labels/20260202_145053_beam3.txt,1,uav,unknown,,unknown,2220.0,-3.47,310.74,3,73,74,83,19,
20260202_145053_beam4,20260202_145053,20260202_145053,data/raw/IQ_Data/20260202_145053_beam4.mat,data/raw/Labels/20260202_145053_beam4.txt,1,uav,unknown,,unknown,2220.0,-3.65,310.74,4,73,74,84,20,
20260202_145102_beam1,20260202_145102,20260202_145102,data/raw/IQ_Data/20260202_145102_beam1.mat,data/raw/Labels/20260202_145102_beam1.txt,1,uav,unknown,,unknown,2160.0,-5.12,311.84,1,71,72,92,28,
20260202_145102_beam2,20260202_145102,20260202_145102,data/raw/IQ_Data/20260202_145102_beam2.mat,data/raw/Labels/20260202_145102_beam2.txt,1,uav,unknown,,unknown,2190.0,-5.12,311.84,2,72,73,92,28,
20260202_145102_beam3,20260202_145102,20260202_145102,data/raw/IQ_Data/20260202_145102_beam3.mat,data/raw/Labels/20260202_145102_beam3.txt,1,uav,unknown,,unknown,2190.0,-4.93,311.84,3,72,73,91,27,
20260202_145102_beam4,20260202_145102,20260202_145102,data/raw/IQ_Data/20260202_145102_beam4.mat,data/raw/Labels/20260202_145102_beam4.txt,1,uav,unknown,,unknown,2160.0,-5.12,311.84,4,71,72,92,28,
20260202_145102_beam5,20260202_145102,20260202_145102,data/raw/IQ_Data/20260202_145102_beam5.mat,data/raw/Labels/20260202_145102_beam5.txt,1,uav,unknown,,unknown,2190.0,-4.93,311.84,5,72,73,91,27,
20260202_145110_beam1,20260202_145110,20260202_145110,data/raw/IQ_Data/20260202_145110_beam1.mat,data/raw/Labels/20260202_145110_beam1.txt,1,uav,unknown,,unknown,2130.0,-5.3,312.15,1,70,71,93,29,
20260202_145110_beam2,20260202_145110,20260202_145110,data/raw/IQ_Data/20260202_145110_beam2.mat,data/raw/Labels/20260202_145110_beam2.txt,1,uav,unknown,,unknown,2130.0,-5.3,311.13,2,70,71,93,29,
20260202_145110_beam3,20260202_145110,20260202_145110,data/raw/IQ_Data/20260202_145110_beam3.mat,data/raw/Labels/20260202_145110_beam3.txt,1,uav,unknown,,unknown,2130.0,-5.3,312.15,3,70,71,93,29,
20260202_145110_beam4,20260202_145110,20260202_145110,data/raw/IQ_Data/20260202_145110_beam4.mat,data/raw/Labels/20260202_145110_beam4.txt,1,uav,unknown,,unknown,2130.0,-5.3,312.15,4,70,71,93,29,
20260202_145118_beam1,20260202_145118,20260202_145118,data/raw/IQ_Data/20260202_145118_beam1.mat,data/raw/Labels/20260202_145118_beam1.txt,1,uav,unknown,,unknown,2070.0,-4.93,311.7,1,68,69,91,27,
20260202_145118_beam2,20260202_145118,20260202_145118,data/raw/IQ_Data/20260202_145118_beam2.mat,data/raw/Labels/20260202_145118_beam2.txt,1,uav,unknown,,unknown,2070.0,-4.93,311.7,2,68,69,91,27,
20260202_145118_beam3,20260202_145118,20260202_145118,data/raw/IQ_Data/20260202_145118_beam3.mat,data/raw/Labels/20260202_145118_beam3.txt,1,uav,unknown,,unknown,2100.0,-4.93,311.7,3,69,70,91,27,
20260202_145118_beam4,20260202_145118,20260202_145118,data/raw/IQ_Data/20260202_145118_beam4.mat,data/raw/Labels/20260202_145118_beam4.txt,1,uav,unknown,,unknown,2100.0,-4.93,310.71,4,69,70,91,27,
20260202_145126_beam1,20260202_145126,20260202_145126,data/raw/IQ_Data/20260202_145126_beam1.mat,data/raw/Labels/20260202_145126_beam1.txt,1,uav,unknown,,unknown,2040.0,-4.75,311.28,1,67,68,90,26,
20260202_145126_beam2,20260202_145126,20260202_145126,data/raw/IQ_Data/20260202_145126_beam2.mat,data/raw/Labels/20260202_145126_beam2.txt,1,uav,unknown,,unknown,2070.0,-4.75,311.28,2,68,69,90,26,
20260202_145126_beam3,20260202_145126,20260202_145126,data/raw/IQ_Data/20260202_145126_beam3.mat,data/raw/Labels/20260202_145126_beam3.txt,1,uav,unknown,,unknown,2040.0,-4.75,311.28,3,67,68,90,26,
